myday;pm25;pm10;tmp;rh;rain;radsolar;co2;pressure;ws;no2;co;so2;o3
2021-10-22;32,92080546;54,98507525;14,655;74,13541667;0,197916667;131,9416667;516,625;564,09375;0,85125;42,61896014;1,311051939;4,153628772;15,59040975
2021-10-23;21,47425214;37,01147957;15,08666667;72,49583333;0,527083333;149,075;492,25;563,9375;0,957916667;33,41050203;0,933571103;2,928989745;22,23022045
2021-10-24;18,50965719;30,50270016;14,66416667;73,59654762;0,275833333;183,6416667;506;564,4791667;0,976985294;25,01832956;0,867149574;3,054769237;18,98985573
2021-10-25;21,75702214;36,54023929;14,71136364;76,01303571;0,96125;124,0833333;504;564,65625;0,932333333;33,98931306;0,953547023;2,601511223;17,00144245
2021-10-26;11,91704111;21,10726478;15,11833333;69,88279762;0,220416667;169,6333333;484,5416667;564,2916667;1,218598485;23,84907028;0,728363098;2,486109885;15,74715275
2021-10-27;17,53555184;32,228155;14,22666667;70,24994048;0,00125;113,1666667;509,1666667;564,5104167;1,065;30,02631478;0,963672777;4,095916042;12,22877281
2021-10-28;17,15497492;33,42581104;14,93083333;70,40646259;0,311666667;178,9630952;519,875;564,6755952;1,342738095;28,52787433;0,995817133;4,347731456;12,20024525
2021-10-29;19,92696488;38,70011275;14,2525;74,48666667;0,72875;123,625;518;564,3020833;0,925833333;31,05851912;1,010714531;4,343905422;12,7675706
2021-10-30;14,09917035;26,6701326;14,42384933;72,9885014;0,145904283;172,1034314;499,1666667;563,9810049;1,180884933;27,85523908;0,878154123;2,617168984;17,44698121
2021-10-31;12,54449554;23,96851577;14,57666667;71,87255952;0,11;147,05;501,0416667;564,4166667;0,911666667;23,15307625;0,671187715;2,810637007;17,69148346
2021-11-01;17,47217366;28,3257402;14,58666667;72,74934524;0,215416667;172,5583333;509,2083333;564,2291667;1,182434211;23,44198387;0,700178327;3,819635798;17,59882497
2021-11-02;20,94305556;38,17140468;15,83;69,28583333;0,00625;200,1333333;487,0833333;563,65625;1,274166667;26,43053206;0,809197981;3,801837452;19,67527165
2021-11-03;17,86238761;33,32519045;15,17761364;72,03488095;0,434318182;187,5083333;483,875;563,6041667;1,352865419;26,53109051;0,861033508;3,058254105;16,24671972
2021-11-04;23,3981352;39,95424189;14,12916667;74,1587987;0,770416667;104,2515152;503,875;563,5918561;0,787689394;34,52351194;1,210066146;3,844888454;13,79375458
2021-11-05;24,52532051;47,12390481;14,93041667;70,26720238;0,00125;199,875;514,0833333;563,7083333;1,159166667;29,80553084;1,060299586;3,178608296;16,9193444
2021-11-06;18,65547659;42,54646484;14,26333333;61,53553571;0,000833333;233,7416667;528,3333333;564,1458333;1,497159091;22,47767095;0,935772921;3,252391293;16,97369408
2021-11-07;15,46442308;35,99753259;14,50958333;62,72547619;0,000833333;232,3166667;524,7916667;564,1979167;1,220877193;19,87761053;0,80843441;4,214254186;14,62103927
2021-11-08;24,71457637;51,93007795;14,315;73,54247449;0,410833333;102,7738095;526,9166667;564,1488095;1,010391604;31,40867525;1,112312734;4,749991772;13,13150158
2021-11-09;20,4112983;32,58600465;14,77041667;74,2614881;0,515;142,7166667;494,2916667;563,9166667;1,022390351;31,63805226;0,973232019;2,87805655;19,31068588
2021-11-10;24,28521825;40,70999671;14,17333333;76,79791667;0,65625;142,5083333;513,75;563,3645833;0,900350877;33,43769699;1,18610082;3,348490472;16,6961443
2021-11-11;20,29895833;41,86564559;15,72625;68,77380952;0,01875;228,9166667;491,4166667;563,3958333;1,288333333;27,60465337;0,949126101;2,947983066;22,28946973
2021-11-12;22,4233835;45,57743056;16,11583333;63,4697619;0,000833333;205,5525794;490,2083333;563,2928571;1,457390351;25,49293118;0,819249762;3,309744875;32,0482482
2021-11-13;20,17222613;40,22000302;14,75757246;66,74654762;0,274057971;182,3680556;499,5833333;563,1416667;1,342699275;28,207068;0,855757556;3,286324405;24,76618136
2021-11-14;22,18717949;38,39913812;14,62791667;70,15654762;0,068333333;169,3958333;511,7083333;563,0666667;1,166805556;22,82646445;0,801095015;3,707505914;21,73572177
2021-11-15;20,07722965;34,07152778;14,99125;70,57095238;0,076666667;155,7916667;506,9166667;562,9833333;1,143409091;19,41355465;0,704581964;2,648821785;22,77829785
2021-11-16;21,5641165;42,52757329;15,87541667;69,94667443;0,009166667;165,3046498;490,4166667;562,6094203;1,30445911;24,86161122;0,881052361;2,737570281;21,65429526
2021-11-17;20,23837793;45,24966787;15,31916667;66,64422619;0,005833333;222,1111111;512,5416667;562,975;1,331734007;23,28564752;0,88843237;2,582966534;20,40127779
2021-11-18;20,34417666;48,99921498;14,98416667;63,40470238;0,00125;256,7222222;513,4583333;562,9083333;1,387314815;26,3792289;0,907037593;3,717122758;24,18312557
2021-11-19;24,44738016;56,21314484;14,58208333;63,77047619;0,000851449;260,4583333;538,0416667;563;1,348539886;31,47077049;1,006217773;4,343812889;25,6211576
2021-11-20;27,63752787;48,50569537;14,8575;70,9164881;0,739583333;141,7152778;513,9583333;562,9916667;1,0921875;33,47106921;0,998157783;4,989180796;26,29795598
2021-11-21;16,44134615;26,49838325;15,11083333;67,84238095;0,004166667;142,6666667;522,4583333;563,2;1,115625;20,72260743;0,734306516;3,170285059;18,84765927
2021-11-22;27,784267;47,7576485;14,0475;73,26875;0,4625;132,2222222;550,4166667;563;1,030729167;35,69698657;1,203293886;3,663427958;17,2663131
2021-11-23;23,54567009;35,11243136;13,67208333;79,76313095;1,156833333;96,00694444;524,0416667;563,24;0,8515625;34,63613405;1,243448792;3,326309417;11,47620628
2021-11-24;21,43228818;36,89967082;14,45133333;77,04077381;0,605583333;112,8263889;526,875;563,7;1,0478125;30,28833647;1,029023188;3,301961877;10,87692566
2021-11-25;15,86987179;24,97668004;14,28125;75,88448593;0,224583333;129,3333333;527,9166667;563,3984848;1,017566288;26,87474151;1,04144165;2,449522759;10,09372743
2021-11-26;24,02138695;39,0468503;13,72791667;75,28214286;0,341666667;120,7638889;543,4166667;563,3416667;0,838541667;34,13255736;1,278249281;3,074801381;11,50704113
2021-11-27;19,53900502;39,1129529;14,7625;68,66815476;0,092916667;232,9513889;534,0833333;563,4416667;1,140625;26,50633957;1,006598088;3,378177061;19,72742718
2021-11-28;16,35352564;33,18592391;15,63333333;67,07071429;0,043333333;206,6944444;539,5;563,0333333;1,201041667;20,54475218;0,82531502;3,188317412;15,29413655
2021-11-29;13,23849068;30,64378019;15,385;63,9060119;0,000416667;162,0625;519,2916667;562,7916667;1,591145833;20,74907529;0,74387964;3,2329248;14,98173563
2021-11-30;11,03397436;27,71697762;15,03125;61,08809524;0,000416667;137,9393116;509,0833333;563,4210145;1,599479167;18,22871069;0,738753667;3,356859459;12,89203913
2021-12-01;24,9011655;49,69515261;13,67462121;69,44635417;0,288333333;205,5902778;553,9166667;563,825;0,996296296;32,10234074;1,186612199;4,150412662;20,66238521
2021-12-02;18,99326036;38,44525966;14,83181818;63,74061594;0,0025;196,584843;542,9166667;563,4572464;1,380193237;22,73147525;1,010260533;3,608637483;12,47715807
2021-12-03;17,84253826;40,74244953;15,10454545;67,26083333;0;140,0208333;531,125;562,7416667;1,406018519;23,27638793;0,989319054;4,109560773;12,00513702
2021-12-04;14,77980769;33,49276872;15,21628788;62,8246875;0;199,0208333;526,5833333;563,175;1,693518519;18,26179794;0,850635934;4,08697292;13,50703118
2021-12-05;12,0504738;27,19753925;15,04431818;62,50317708;0,000416667;164,5625;545,6666667;563,55;1,519444444;16,1281421;0,806599561;3,338295907;13,35342187
2021-12-06;17,4775223;40,6411575;15,59507576;64,94140625;0,000416667;219,5069444;541,6666667;563,8083333;1,497222222;20,40154548;0,907983301;3,815601679;17,79329431
2021-12-07;17,25800142;36,7592007;15,46363636;60,89602808;0,000416667;266,6352657;516,375;563,3833333;1,748309179;19,14621939;0,822279179;3,537329392;16,61158284
2021-12-08;26,88229167;47,97023296;15,19545455;65,87369792;0,014583333;220,8472222;487,9166667;563,4333333;1,399074074;21,33126901;0,819076534;5,08783048;21,93711077
2021-12-09;22,07777778;42,94659091;15,97121212;68,25869792;0,207916667;119,8958333;477,7083333;563,0416667;1,191203704;24,47277036;0,931257598;3,787767656;20,54006668
2021-12-10;18,37470238;36,54624506;16,10719697;70,4378125;0,24625;186,9722222;472,25;562,2916667;1,388425926;22,36196931;0,897863348;3,285874649;16,19488688
2021-12-11;17,88819444;34,15915679;15,32537879;72,16375;0,050416667;109,8611111;456,3333333;562,2583333;1,306481481;23,32403245;0,878525637;4,210848571;17,95820365
2021-12-12;15,69230072;29,72117918;14,89356061;69,63927083;0,003333333;167,5347222;472,0833333;562,8333333;1,288425926;17,79184957;0,755957733;4,30307866;18,51531345
2021-12-13;23,94298007;46,60439253;14,31363636;68,18411458;0,000833333;196,2847222;478,5;563,0166667;1,285970209;25,21133302;0,928205802;4,752692022;23,38053451
2021-12-14;23,51701389;51,04123997;14,62386364;66,64255208;0,065;206,3958333;481,0833333;563,125;1,358333333;29,04878812;1,121407202;7,102820564;19,01886925
2021-12-15;27,30442331;53,02972661;14,79015152;70,50225379;0,000833333;120,5233586;487,5416667;562,8143939;1,123737374;29,17245257;1,13096748;7,032656827;12,97700973
2021-12-16;15,54932065;36,37995547;16,08030303;64,51265625;0,000833333;171,0763889;460,5416667;562,425;1,29537037;18,85226293;0,960471583;3,622732771;10,86276486
2021-12-17;17,90341184;39,16514253;16,28636364;65,87229167;0,05;167,0138889;467,6666667;562,7;1,212962963;20,8245499;0,895406246;3,950918859;17,80465314
2021-12-18;12,51554952;27,0261563;15,60719697;67,51682292;0,0025;118,6736111;456,625;563,1416667;1,268981481;18,54392875;0,908617158;3,682082021;10,12472686
2021-12-19;19,63055556;36,62742095;15,64848485;69,8634375;0,034583333;202,0763889;479,875;562,9333333;1,410648148;18,05077272;0,892837458;6,912307218;18,99806626
2021-12-20;26,31423611;47,20785573;15,56022727;71,58588542;0,1325;185,2708333;489,3333333;562,7583333;1,31078905;24,82681927;1,039658728;4,635533531;21,5713843
2021-12-21;24,38020833;46,8251593;16,04886364;68,44151042;0,021666667;171,0694444;465,4166667;562,7083333;1,325925926;24,15419766;0,979285052;4,425183255;21,15115566
2021-12-22;17,02462121;36,83619175;16,35757576;69,15630208;0,0025;179,2152778;448,5416667;563,6583333;1,432407407;19,65865737;0,837058052;5,792311534;16,59535783
2021-12-23;24,8577877;47,03510493;16,22061688;70,0309375;0,045714286;146,9345238;468,75;564,002381;1,29212963;24,55809259;0,943636559;6,177061649;18,97857106
2021-12-24;26,7;50,93622739;15,7844697;69,6659375;0,0575;190,3958333;470,7083333;563,875;1,398148148;24,1351137;0,907149279;6,8778858;25,92197032
2021-12-25;16,59826389;26,07878974;16,49015152;65,44614583;0,06875;152,7847222;456,0416667;563,5083333;1,39212963;12,0616089;0,532106171;4,109732729;17,60347685
2021-12-26;8,377083333;17,63331038;15,70075758;59,05588542;0,240416667;213,8958333;459,875;563,7333333;1,335185185;15,32849104;0,593023153;3,762161061;20,45832515
2021-12-27;18,53506944;34,38754492;15,16742424;69,35822917;0,104166667;139,0416667;473,7916667;563,5166667;1,162037037;26,72150688;0,900543823;6,264982894;15,47562507
2021-12-28;28,28689614;46,27860697;15,54854466;71,00526042;0,34247807;154,0902778;488,125;563,1833333;1,057553606;30,82752578;1,109320233;5,338966806;16,60516914
2021-12-29;20,05;37,99120318;15,29015152;69,7590625;0,000416667;116,7916667;472,7916667;563,7416667;1,232407407;23,72370882;0,913754735;4,577223667;11,75632574
2021-12-30;17,53576389;35,59478637;15,96439394;61,56213542;0,007083333;197,7222222;453,7916667;563,475;1,409722222;20,61563432;0,763664098;4,798139176;22,39476461
2021-12-31;14,46354167;28,30955785;16,25340909;57,67692708;0,000416667;225,9236111;451,5;562,9416667;1,455555556;17,9603669;0,66311438;4,13995691;24,74068181
2022-01-01;21,23014795;31,84936641;15,94242424;61,74052083;0,009166667;198,0069444;463,125;563,1833333;1,3125;12,01974899;0,475072952;3,550002504;24,12580179
2022-01-02;11,69431818;22,76275362;15,28143939;55,44010417;0;219,1458333;478,3333333;563,825;1,135185185;15,12424062;0,531525136;4,863207894;23,32167574
2022-01-03;14,86605731;32,03577075;15,43030303;51,54833333;0,075416667;246,4791667;488,0416667;564,0583333;1,275;22,01642212;0,70478491;4,320121482;25,41053929
2022-01-04;19,99242424;41,89652503;15,33333333;62,91026042;0,000416667;263,3680556;485,3333333;562,9;1,523611111;24,53686284;0,824013945;3,965247315;25,02102574
2022-01-05;21,24431818;40,71254192;15,90871212;61,41713542;0;230,5625;472,9583333;562,1;1,58287037;20,12293463;0,696508629;4,378154838;32,21041319
2022-01-06;14,50208333;30,7835639;14,96439394;50,53916667;0,01625;207,7569444;479,5416667;562,6083333;1,741666667;18,97667237;0,632900535;4,819037545;28,94042593
2022-01-07;17,57791667;36,95442221;13,87272727;49,50234375;0;228,7152778;486,5833333;563,6333333;1,4125;25,67740138;0,748587756;5,507181161;23,35884929
2022-01-08;29,60458333;55,69519104;13,96060606;61,07177083;0;257,8541667;494,875;564,3166667;1,505555556;25,9238492;0,86626273;7,40755233;33,28515814
2022-01-09;21,56083333;36,31203181;15,63977273;65,71567708;0;234,0347222;468,5833333;563,975;1,52037037;15,47272731;0,627732378;6,380120009;27,79162581
2022-01-10;21,17875;34,21347167;14,58068182;70,88333333;0,029166667;146,8819444;494,3333333;563,4583333;1,26712963;15,9270567;0,663511931;5,224599491;20,94853164
2022-01-11;13,26833333;26,29848485;14,91136364;69,8446875;0,010833333;157,5138889;459,7083333;563,6666667;1,663425926;16,61719508;0,689750269;3,495850664;20,42597868
2022-01-12;17,34872807;36,81090978;15,08041831;68,59126488;0;191,7232143;481,625;563,5178571;1,533071659;20,25950706;0,814035448;4,069549247;18,4085225
2022-01-13;16,03125;28,27235148;13,87083333;74,47791667;0,172916667;112,7916667;480,0416667;563,9583333;1,172222222;21,91353811;0,812990951;3,490670977;13,84013201
2022-01-14;20,53458333;36,12089961;14,14280303;73,2878125;0,00625;114,6111111;486,8333333;564,0833333;1,123611111;23,84231381;0,935834083;4,516289055;14,16696493
2022-01-15;14,84458333;27,75767906;14,2625;63,42671875;0,000833333;180,8055556;494,4166667;564,45;1,362962963;18,46154012;0,718373912;3,355409774;21,23940585
2022-01-16;17,73865942;31,77683983;14,37944664;64,63958786;0;205,3753019;495,6666667;564,1771739;1,483333333;18,15910912;0,557538772;5,391979097;20,32274685
2022-01-17;24,32778986;44,17156126;14,25189394;69,85203125;0,1325;175,6666667;511,5;563,8583333;1,225462963;23,64774692;0,757225446;5,607352818;18,36813936
2022-01-18;18,14235507;33,43322019;14,92121212;65,29994792;0,000833333;155,9375;489,9583333;563,6583333;1,605092593;19,0821064;0,647935176;4,833843642;14,03737252
2022-01-19;12,07128788;26,51350711;15,02867965;60,86271577;0;209,4365079;469,3333333;563,875;1,720502646;15,44410756;0,590948106;4,54474454;16,75905734
2022-01-20;9,826964286;24,54527339;15,35113636;54,02401042;0;192,9861111;460,5833333;563,45;1,755555556;15,63616193;0,489050094;5,164644509;19,95242574
2022-01-21;16,69527339;36,97236645;15,51363636;57,5996503;0;169,4474206;504,9166667;563,3404762;1,366798942;23,55698952;0,661408123;6,615337973;17,24210011
2022-01-22;23,12689394;43,89132681;15,01931818;67,18244792;0,259166667;188,2152778;502,7916667;563,425;1,212037037;25,42595662;0,755346116;11,19739869;24,22457217
2022-01-23;16,42537879;25,14670301;15,09217172;69,53723958;0,150277778;159,7638889;487,1666667;562,8916667;1,340740741;18,01189129;0,539608664;4,963918851;20,10484537
2022-01-24;19,6092029;34,98853473;15,64115942;64,68372509;0,046296296;204,8653382;503,0833333;562,5416667;1,466644022;22,07512161;0,776549233;6,747733501;19,36575239
2022-01-25;25,05208333;48,9326087;15,90852273;66,95859375;0,005833333;182,5847222;489,5833333;562,94;1,296805556;25,35565514;0,759370248;6,702601703;19,43974667
2022-01-26;24,721875;45,53470476;15,67954545;69,61645833;0,043333333;173,9305556;500,5;563,1;1,36712963;26,13346045;0,675691435;7,046788893;24,03660677
2022-01-27;24,37326389;46,35953557;15,64356061;66,71270833;0,000416667;220,9583333;488,375;563,3166667;1,627314815;27,14005721;0,639261345;4,832854889;29,40854566
2022-01-28;21,3455163;43,86883339;15,40719697;66,15083333;0,0475;224,4097222;487,625;563,2666667;1,434722222;25,10249279;0,671912123;3,940536358;25,02083757
2022-01-29;18,50868056;40,48409091;14,67992424;62,01067708;0,006666667;268,0902778;489;563,3166667;1,599537037;22,27113339;0,681763117;3,469413273;24,86641334
2022-01-30;14,34337258;31,02156396;14,20454545;63,40895833;0,000833333;259,9930556;477,0833333;563,3083333;1,603240741;17,54824207;0,485734536;4,52350964;29,15274648
2022-01-31;19,06701389;42,41987813;14,27147563;61,63745245;0;274,9722222;471,6666667;563,0833333;1,568578905;24,34114308;0,622603728;3,328731789;25,4281541
2022-02-01;27,42136995;56,29094353;14,33068182;65,02529762;0,000833333;233,8382937;480,0416667;562,9345238;1,56739418;27,6945368;0,683767256;4,655122607;29,84869054
2022-02-02;22,80277778;44,41618906;14,99356061;60,87510417;0,010416667;235,3680556;481,6666667;562,9083333;1,578240741;23,4933582;0,553978924;4,537396219;29,14095271
2022-02-03;29,30841842;56,06516221;14,66856061;60,39494792;0,000416667;210,6944444;496,625;563,525;1,311574074;30,18606165;0,83891125;6,547959788;19,89095547
2022-02-04;37,05516748;71,50583779;14,40471763;66,84015625;0,205416667;169,6666667;502,7916667;563,8666667;1,297138047;34,31651501;0,917149205;7,453454393;24,91387565
2022-02-05;27,65486111;39,26786801;14,19848485;74,9759375;0,3125;120,4513889;490,5416667;563,35;0,99537037;27,58268985;0,76488733;5,79060676;17,65827789
2022-02-06;14,41273148;23,40908442;14,64507576;71,90875;0,092916667;174,6944444;480,2916667;563,125;1,439351852;16,75238525;0,515225561;3,201649128;18,80415819
2022-02-07;20,43715278;36,3295739;14,76590909;70,71958333;0;88,66388889;495,9166667;563,2816667;1,303611111;27,24643562;0,744978823;4,660061648;15,37263501
2022-02-08;19,41489899;34,67341897;13,66477273;71,43488636;0,234166667;84,72664141;495;563,5666667;0,986026936;29,28049094;0,842219562;6,38625529;13,87778574
2022-02-09;19,38431134;37,0234487;13,80393357;71,11023237;0,272083333;105,8194444;526,9166667;563,2064103;1,114529915;27,84407884;0,929687736;5,299452552;10,86448079
2022-02-10;22,06079545;43,24238082;14,1;71,00802083;0,783333333;158,1388889;522,0833333;562,65;1,157407407;32,4248799;1,080542497;5,787072431;18,2682467
2022-02-11;25,86188104;44,14527809;14,93106061;72,70390625;0,535833333;166,7430556;520;562,2916667;1,02962963;33,13555621;0,993046798;4,336500188;20,93348921
2022-02-12;20,42267512;35,01338184;15,73219697;67,87140625;0,034583333;212,2708333;494,0833333;562,475;1,556944444;21,64697583;0,600301387;5,303262445;28,54593172
2022-02-13;15,34201389;25,84660408;15,63122294;66,12067708;0,114821429;182,4791667;478,8333333;562,85;1,439550265;16,55186344;0,461953783;2,598495699;29,10980646
2022-02-14;21,35888158;40,23686163;14,96590909;70,35552083;0,199166667;148,0416667;496,4166667;563,2583333;1,256944444;29,66897878;0,752960813;3,380625191;22,94623513
2022-02-15;21,05333635;36,07240162;14,90643939;70,69036458;0,059583333;123,5208333;481,9583333;563,5;1,293518519;26,82092298;0,654987153;2,98440121;24,98505966
2022-02-16;21,09652778;36,0423268;15,57689394;62,144375;0,272083333;213,2152778;476,9166667;563,6166667;1,697685185;22,76441092;0,572008446;3,580223387;36,7868529
2022-02-17;23,7720535;40,1380425;15,55833333;63,70901042;0,005;157,078373;495,5;563,4619048;1,363492063;25,11248064;0,682684521;4,621451731;28,2671698
2022-02-18;27,15442331;48,49177393;14,90909091;67,88447917;0,015416667;168,6388889;498,4583333;563,0916667;1,533333333;30,02771443;0,746202453;4,805797116;21,51582198
2022-02-19;18,51777146;32,90868343;14,64924242;71,88046875;0,044583333;136,6875;491,25;562,9333333;1,299537037;24,7854764;0,618986265;3,396355984;22,88530763
2022-02-20;16,48065025;29,9487768;14,78219697;69,73614583;0,067083333;165,4097222;500,5;563;1,391666667;20,46740501;0,572340329;4,318580832;20,87569199
2022-02-21;19,00765399;34,78193347;14,70681818;69,60984375;0,110833333;171,7013889;493,875;563,25;1,262037037;27,84044311;0,750898594;4,957765979;18,24628009
2022-02-22;26,79029287;45,76910271;14,225;70,24807292;0,23875;204,1111111;503,6666667;563,5;1,166666667;32,13455299;0,832632537;4,732427692;19,79422793
2022-02-23;31,09537646;49,7250689;15,8030303;65,07401042;0,005833333;230,2847222;487,6666667;563,2583333;1,475462963;29,1197002;0,688273653;4,167677987;36,44488148
2022-02-24;29,66573068;44,87515508;15,16287879;71,37479167;1,352916667;161,5694444;488,2083333;563,0416667;1,172222222;31,90358553;0,742676352;5,118417756;27,8884615
2022-02-25;23,35504421;32,41686211;14,72924242;74,90765625;0,53925;143,2361111;517,3478261;563,4833333;1,12462963;33,63794504;0,94020714;3,645803727;19,52941978
2022-02-26;20,1441382;31,78032426;15,14807163;70,62625;0,064356061;197,8055556;;563,95;1,522011785;24,74393709;0,641429802;4,299341003;27,51984693
2022-02-27;16,36287879;22,57100747;14,83371212;75,20255208;0,155;121,1805556;;563,4416667;1,12962963;21,28445847;0,548186119;2,837398035;23,51971395
2022-02-28;13,76403312;19,97539554;13,68295455;81,00208333;0,320416667;88,82638889;;563,5416667;1,123148148;24,6190337;0,756358063;2,672193287;10,51551352
2022-03-01;8,542572464;20,0610404;15,20340909;67,71286458;0,049583333;163,1597222;;563,4666667;1,318981481;17,01667256;0,619203539;3,87633938;11,20575657
2022-03-02;11,38450413;25,38180309;15,22083333;66,92557292;0,03625;95,90277778;;563,5916667;1,343055556;19,27765919;0,640779265;3,684465157;14,77433116
2022-03-03;16,41098485;29,85392485;15,10037879;68,73932292;0,083333333;122,7152778;;563,6333333;1,244907407;21,97489327;0,668282538;3,587546829;17,64645692
2022-03-04;19,05164984;38,45477297;14,63763774;68,39860322;0,00375;115,4210859;;563,6439394;1,065740741;26,66852579;0,857038888;4,187179998;15,25958101
2022-03-05;19,92616959;37,40938735;14,96704545;72,56145833;0,682083333;132,3333333;;563,3;1,066203704;28,15610685;0,797088928;4,329624822;18,65854631
2022-03-06;13,05541667;20,46919158;14,3594697;75,79078125;0,402916667;120,7847222;;563,275;1,045833333;19,33203227;0,556570823;2,572698678;18,3031362
2022-03-07;10,01392168;18,94791763;13,89015152;74,5234375;0,0775;110,25;;563,1416667;1,263888889;20,31971783;0,618808074;2,346498235;14,44553277
2022-03-08;17,84353865;39,51040373;13,95378788;67,47567708;0,000833333;155,2777778;;562,925;1,246759259;26,22245854;0,90717834;3,65374829;14,21309313
2022-03-09;24,85748518;50,88630462;14,35265152;64,62869792;0,014583333;259,375;;563,1333333;1,410185185;28,38099049;0,930887934;4,07206997;21,68711447
2022-03-10;27,77440025;54,20542518;14,03825758;68,63989583;0,221666667;189,7222222;;563,5333333;1,293518519;34,13936025;0,966445478;6,25337956;18,49163265
2022-03-11;27,88784722;48,9392814;14,65530303;68,18984375;0,000416667;214,1180556;;563,65;1,516666667;30,62185219;0,844794998;5,815180654;19,38584051
2022-03-12;22,98055556;41,0864882;13,87234848;73,31020833;0,827083333;111,7013889;;563,8166667;1,031481481;31,58400251;0,847577853;4,476336758;15,74244832
2022-03-13;16,38993056;24,57338035;14,50227273;71,29864583;0,049583333;139,6597222;;564,175;0,964814815;21,84508802;0,65635602;2,968776145;17,01039042
2022-03-14;22,27222222;37,39411232;13,66969697;74,19901042;0,49875;121,2361111;;563,9333333;1,077777778;27,4216353;0,950217962;3,60835435;12,52326824
2022-03-15;23,178125;40,00608394;14,27386364;72,27984375;0,125416667;181,1180556;;563,6833333;1,168981481;30,85012063;0,965098161;4,107392288;18,76792896
2022-03-16;26,5375;45,25552536;15,64242424;68,11175663;0,04875;167,229798;;563,3977273;1,248821549;27,91938439;0,754587156;4,583529076;25,49369044
2022-03-17;27,89402778;44,41987621;15,34848485;68,25880208;0,004166667;174,4166667;;563,4083333;1,241203704;29,32605683;0,80428098;3,765946477;20,10328357
2022-03-18;25,68576389;45,70652174;15,39924242;67,320625;0,027916667;166,5555556;;563,4333333;1,288888889;29,19002514;0,899259429;4,000358661;21,49880009
2022-03-19;20,48857186;35,7857982;15,43181818;64,47609375;0,00375;195,7777778;;563,4166667;1,388888889;22,55897253;0,686172314;4,24469818;20,49323997
2022-03-20;21,13769763;32,57441123;15,08712121;70,44083333;0,184166667;149,6041667;;563,3666667;1,246296296;21,30743059;0,653970716;3,379903306;22,90524353
2022-03-21;18,27878788;27,66943497;15,78106061;70,67755208;0,097916667;195,6041667;;562,8416667;1,301851852;17,91981442;0,589965072;3,115935612;24,25014497
2022-03-22;21,53229167;37,14411232;15,85378788;68,1996875;0,005416667;179,0902778;;562,8833333;1,241203704;25,79612271;0,794792069;4,129060612;17,36884123
2022-03-23;25,56687802;45,96398359;15,83181818;67,93520833;0,078333333;182,3194444;;563,225;1,268981481;26,02188094;0,846228066;3,971996807;20,22478648
2022-03-24;20,3032197;35,8926452;16,1375;62,99308877;0,000416667;177,6240942;;563,2047101;1,658152174;17,64986547;0,654603969;4,113094618;14,82699821
2022-03-25;24,51458333;42,94095164;15,65795455;66,5296875;0,006666667;142,3055556;;563,0833333;1,319907407;22,22163864;0,768067735;3,630986291;17,96905778
2022-03-26;25,93055556;41,93448832;16,01893939;66,09520833;0,011666667;115,9930556;;562,85;1,224074074;23,33641366;0,745009801;3,647606733;18,5926985
2022-03-27;13,88408816;24,5637246;15,76856061;61,89046875;0,0075;124,8472222;;563,2833333;1,454166667;14,62435134;0,537885945;3,704728567;19,37340548
2022-03-28;15,88260732;31,71954545;14,98106061;60,33036458;0;141,2083333;;563,95;1,542592593;19,79516334;0,69866528;3,940321952;19,54144664
2022-03-29;14,78484848;30,00304677;15,7975;62,05083333;0,009722222;164,5208333;;563,78125;1,547777778;17,36047326;0,588953125;4,081633767;20,81335958
2022-03-30;17,20044192;32,92300646;16,02083333;67,36057292;0,458333333;151,8958333;;562,8916667;1,370416667;22,05928626;0,719307291;4,347651522;17,3090351
2022-03-31;18,22785088;29,38852081;15,27288961;65,71072917;0,327261905;167,4861111;;562,9059524;1,654345238;23,76557103;0,702074338;3,519468936;21,98678551
2022-04-01;20,87996032;38,01702597;15,97454545;61,80286232;0,000833333;204,879529;;563,603913;1,43759058;20,92084231;0,686596712;4,086276758;22,12400003
2022-04-02;19,49124396;31,14627388;15,38787879;60,44958333;0;108,0277778;;564,1583333;1,5475;16,76586204;0,584001813;2,130611186;25,24252319
2022-04-03;21,53263889;34,90653252;14,93143939;67,93421875;0,284166667;136,3194444;;563,3166667;1,177083333;21,55680012;0,743817149;3,100720781;22,81884234
2022-04-04;18,91150637;30,16169988;16,04280303;65,18119792;0,1125;204,0277778;;563,2833333;1,532083333;20,80177244;0,692068005;2,557709534;22,53619804
2022-04-05;13,78101924;22,05358041;15,55757576;68,64786458;0,380833333;171,0069444;;563,45;1,17;20,80593783;0,711459988;2,517042859;15,4876751
2022-04-06;10,09946084;17,63990854;16,26628788;65,43005208;0,074963768;195,9027778;;563,3;1,506666667;15,88872776;0,536285417;2,092415683;15,5944828
2022-04-07;12,08182065;25,73213292;15,67386364;67,68953125;0,119583333;120,3402778;;563,3666667;1,181666667;19,3296272;0,757457781;4,205912254;11,48239982
2022-04-08;14,48784722;30,46744071;15,50378788;65,76333333;0,004166667;147,8333333;;563,575;1,229583333;20,94659483;0,8455901;3,23113824;12,90164322
2022-04-09;17,32256944;33,31260568;15,76401515;65,28484375;0;141,1736111;;563,6583333;1,375;21,34029889;0,72433717;3,390742219;22,19236789
2022-04-10;21,80034722;33,4848924;15,35227273;64,50854167;0,071296296;186,4583333;;563,275;1,217083333;22,11764389;0,680606606;2,057288828;33,83909384
